radius (m),length (m),x,y,z,axis_direction(a),axis_direction(b),axis_directoin(c),branch,branch_order
0.009,0.06,-12.6321,143.268,160.13,0.985,-0.1264,-0.1172,177,4
0.0092,0.1448,-12.5727,143.261,160.124,0.9497,-0.1583,-0.2702,177,4
0.0074,0.1127,-12.4368,143.24,160.08,0.8863,-0.2321,-0.4007,177,4
0.0073,0.0886,-12.336,143.215,160.031,0.9724,-0.0392,0.2302,177,4
0.0069,0.2161,-12.2353,143.196,160.044,0.6307,0.2553,0.7328,177,4
0.0056,0.2186,-12.0781,143.221,160.193,0.5711,0.1309,0.8103,177,4
0.003,0.0653,-11.9486,143.255,160.366,0.5142,0.142,0.8458,177,4
0.0021,0.0698,-11.9152,143.262,160.422,0.4846,0.1573,0.8605,177,4
0.0024,0.055,-11.8806,143.273,160.482,0.4465,0.1509,0.882,177,4
0.0028,0.1234,-11.8549,143.283,160.53,0.3744,0.1332,0.9177,177,4
0.0058,0.2138,-12.7787,143.428,160.312,0.1274,-0.4645,0.8764,178,4
0.0102,0.1734,-12.7692,143.306,160.495,0.2778,-0.4239,0.862,178,4
0.0096,0.0748,-12.7238,143.226,160.642,0.126,-0.3173,0.9399,178,4
0.0078,0.1371,-12.7565,143.181,160.714,0.2184,-0.3643,0.9053,178,4
0.0045,0.0835,-12.6613,143.18,160.837,0.2613,-0.3253,0.9088,178,4
0.0042,0.0618,-12.6411,143.151,160.913,0.2479,-0.29,0.9244,178,4
0.0029,0.074,-12.6252,143.133,160.97,0.2446,-0.2769,0.9292,178,4
0.0034,0.0903,-12.608,143.111,161.038,0.2698,-0.2237,0.9366,178,4
0.0038,0.0633,-12.5826,143.091,161.123,0.2429,-0.2194,0.9449,178,4
0.0029,0.085,-12.5673,143.076,161.182,0.2271,-0.202,0.9527,178,4
0.003,0.1553,-12.5477,143.059,161.263,0.2297,-0.1566,0.9606,178,4
0.0052,0.1346,-12.7367,143.509,160.431,0.4402,-0.5945,-0.6729,179,4
0.0052,0.1435,-12.6757,143.438,160.324,0.412,-0.8123,-0.4129,179,4
0.0082,0.0973,-12.603,143.318,160.271,0.2773,-0.4185,-0.8649,179,4
0.0033,0.1111,-12.7506,143.491,160.393,0.7322,0.6097,0.3036,180,4
0.0037,0.1871,-12.6699,143.562,160.423,0.7436,0.5776,0.3367,180,4
0.0041,0.1041,-12.5312,143.673,160.483,0.7969,0.4863,0.3584,180,4
0.0028,0.1785,-12.4509,143.729,160.519,0.7243,0.5048,0.4696,180,4
0.0091,0.1922,-12.7626,143.526,160.419,-0.4644,0.7763,0.4262,181,4
0.0107,0.0985,-12.8355,143.697,160.498,-0.3196,0.3594,0.8768,181,4
0.0048,0.0706,-12.8675,143.734,160.584,-0.0203,0.2169,0.976,181,4
0.0038,0.086,-12.8745,143.747,160.654,0.1212,0.2549,0.9593,181,4
0.0041,0.0494,-12.8637,143.768,160.737,0.129,0.2398,0.9622,181,4
0.0032,0.0982,-12.8584,143.783,160.784,0.0895,0.1797,0.9796,181,4
0.0034,0.0912,-12.8493,143.803,160.88,0.146,0.1608,0.9761,181,4
0.0038,0.0687,-12.8387,143.817,160.969,0.1022,0.1659,0.9808,181,4
0.0032,0.1326,-12.8295,143.831,161.036,0.1044,0.0814,0.9912,181,4
0.0047,0.1087,-12.6655,143.602,161.023,0.7457,-0.1869,0.6396,182,4
0.007,0.2121,-12.5728,143.584,161.085,0.5812,-0.1686,0.7961,182,4
0.004,0.0759,-12.4486,143.543,161.253,0.477,-0.0949,0.8738,182,4
0.0032,0.0579,-12.413,143.536,161.319,0.465,-0.0466,0.8841,182,4
0.0026,0.1464,-12.3865,143.533,161.371,0.4096,-0.0203,0.912,182,4
0.0024,0.2443,-12.663,143.614,161.112,-0.4794,-0.256,0.8394,183,4
0.0024,0.0879,-12.7802,143.552,161.317,-0.1109,-0.1771,0.9779,183,4
0.0028,0.1763,-12.7925,143.536,161.402,-0.1688,-0.079,0.9825,183,4
0.0031,0.111,-12.5318,143.645,161.67,0.8076,0.1397,0.5729,184,4
0.0033,0.0694,-12.441,143.66,161.732,0.7346,0.0856,0.6731,184,4
0.0044,0.0891,-12.3914,143.67,161.78,0.6708,-0.0107,0.7415,184,4
0.0039,0.1225,-12.5411,143.641,161.669,-0.1256,0.5832,0.8026,185,4
0.003,0.1247,-12.5612,143.711,161.768,-0.1472,0.6246,0.7669,185,4
0.0115,0.2729,-13.84,142.842,160.204,0.1907,-0.5959,-0.7801,186,4
0.004,0.1455,-13.8687,142.8,160.255,-0.5486,0.2974,0.7814,187,4
0.0045,0.0578,-13.9471,142.843,160.37,-0.6216,0.2328,0.7479,187,4
0.0081,0.0756,-13.9912,142.877,160.409,-0.7939,-0.1777,0.5815,187,4
0.0062,0.0803,-14.0617,142.858,160.439,-0.6731,-0.3674,0.6418,187,4
0.0053,0.0768,-14.1198,142.827,160.488,-0.5152,-0.3508,0.782,187,4
0.0061,0.1201,-14.1621,142.797,160.545,-0.4771,-0.2902,0.8295,187,4
0.0049,0.1183,-14.2204,142.76,160.643,-0.4125,-0.2704,0.8699,187,4
0.0043,0.0898,-14.2682,142.728,160.747,-0.3724,-0.2474,0.8945,187,4
0.0044,0.0523,-14.3038,142.708,160.826,-0.3986,-0.1312,0.9077,187,4
0.004,0.0649,-14.3235,142.697,160.874,-0.2641,-0.1103,0.9582,187,4
0.004,0.1786,-14.3453,142.69,160.935,-0.1887,-0.0878,0.9781,187,4
0.0078,0.1863,-13.8348,142.507,160.482,-0.6471,-0.6431,0.4095,188,4
0.005,0.1018,-13.9675,142.404,160.56,-0.3221,-0.3153,0.8927,188,4
0.0082,0.0504,-14.0042,142.381,160.653,-0.305,-0.3484,0.8863,188,4
0.0046,0.1521,-14.0173,142.353,160.695,-0.2888,-0.3028,0.9083,188,4
0.0061,0.0589,-14.0633,142.309,160.833,-0.1841,-0.3107,0.9325,188,4
0.007,0.0637,-14.0762,142.293,160.889,-0.1193,-0.3074,0.9441,188,4
0.0051,0.094,-14.0825,142.269,160.948,-0.092,-0.2683,0.9589,188,4
0.0038,0.0671,-14.089,142.237,161.037,-0.0758,-0.2364,0.9687,188,4
0.0023,0.0738,-14.0956,142.224,161.102,-0.0544,-0.2065,0.9769,188,4
0.0026,0.0822,-14.0972,142.205,161.174,-0.0491,-0.1968,0.9792,188,4
0.0025,0.1438,-14.1024,142.191,161.255,-0.0109,-0.1981,0.9801,188,4
0.007,0.1599,-13.8329,142.706,160.325,0.5222,0.3874,0.7597,189,4
0.0049,0.0699,-13.7403,142.768,160.442,0.4443,0.1806,0.8775,189,4
0.0049,0.054,-13.7089,142.781,160.503,0.3905,0.1474,0.9087,189,4
0.0038,0.0987,-13.6849,142.788,160.551,0.3266,0.0961,0.9403,189,4
0.0047,0.0781,-13.6521,142.797,160.644,0.2852,0.0671,0.9561,189,4
0.0039,0.066,-13.6303,142.806,160.719,0.2833,-0.0092,0.959,189,4
0.0025,0.0803,-13.6114,142.811,160.783,0.2151,-0.0473,0.9754,189,4
0.0053,0.0676,-13.5941,142.802,160.861,0.2346,-0.0107,0.972,189,4
0.005,0.1336,-13.5778,142.799,160.926,0.1585,-0.0414,0.9865,189,4
0.0034,0.2154,-12.9732,142.637,160.546,-0.3322,0.4422,0.8331,190,4
0.0029,0.0902,-13.0402,142.733,160.727,-0.2859,0.433,0.8548,190,4
0.0027,0.0696,-13.0649,142.773,160.804,-0.3022,0.3778,0.8752,190,4
0.0028,0.1591,-13.0859,142.8,160.865,-0.2875,0.3329,0.8981,190,4
0.0042,0.2175,-12.5932,142.124,160.676,0.0015,0.1742,0.9847,191,4
0.0035,0.1882,-12.8651,142.2,161.294,-0.0127,-0.4284,0.9035,192,4
0.0035,0.1966,-12.8674,142.12,161.464,-0.0453,-0.4783,0.877,192,4
0.0035,0.0451,-13.074,142.271,161.811,0.6283,0.2014,0.7514,193,4
0.0035,0.0912,-13.0461,142.278,161.846,0.3484,0.3395,0.8737,193,4
0.0059,0.1723,-13.0539,142.266,161.374,0.0839,0.2404,-0.967,194,4
0.0053,0.0813,-13.0411,142.307,161.207,0.1874,0.1133,-0.9757,194,4
0.0074,0.1427,-13.0187,142.322,161.128,0.072,-0.0819,-0.994,194,4
0.0046,0.1221,-13.0113,142.308,160.98,-0.1745,-0.8701,0.4609,194,4
0.0044,0.0678,-13.0322,142.199,161.034,-0.1682,-0.7789,0.6042,194,4
0.0059,0.0597,-13.0457,142.145,161.073,-0.1566,-0.7136,0.6829,194,4
0.005,0.0622,-13.0541,142.101,161.112,-0.2236,-0.6436,0.732,194,4
0.0039,0.092,-13.0668,142.056,161.154,-0.168,-0.5983,0.7835,194,4
0.0044,0.0638,-13.084,142.001,161.226,-0.0725,-0.5874,0.8061,194,4
0.0034,0.0822,-13.0912,141.963,161.277,-0.1531,-0.6104,0.7772,194,4
0.0057,0.1255,-13.0972,141.913,161.342,-0.1743,-0.6859,0.7065,194,4
0.0038,0.0984,-13.0844,142.267,161.609,-0.6201,-0.539,0.57,195,4
0.0038,0.0885,-13.1479,142.212,161.662,-0.4503,-0.4727,0.7575,195,4
0.0038,0.1269,-13.197,142.16,161.719,-0.3948,-0.4332,0.8102,195,4
0.0048,0.1419,-13.0767,142.273,161.558,-0.2234,0.5339,0.8155,196,4
0.0048,0.0695,-13.1084,142.349,161.674,-0.1685,0.5447,0.8216,196,4
0.0048,0.0689,-13.1211,142.387,161.73,-0.1725,0.5343,0.8275,196,4
0.0048,0.1367,-13.1382,142.426,161.786,-0.0833,0.389,0.9174,196,4
0.0036,0.0365,-13.0837,142.256,161.8,0.1377,-0.7964,0.5889,197,4
0.0036,0.157,-13.0971,142.23,161.822,-0.0677,-0.7576,0.6492,197,4
0.003,0.4753,-14.4206,144.896,159.676,-0.7397,0.6251,-0.2492,198,4
0.0134,0.1072,-14.4472,145.179,160.001,0.8118,-0.5839,0.0045,199,4
0.0134,0.1621,-14.3601,145.116,160.001,0.8803,-0.1624,-0.4458,199,4
0.0061,0.0415,-14.4742,145.345,160.187,0.7052,0.7012,-0.105,200,4
0.0061,0.0519,-14.445,145.374,160.183,0.4706,0.8495,-0.2385,200,4
0.0072,0.0448,-14.4162,145.418,160.164,0.2109,0.9626,0.17,200,4
0.0099,0.0728,-14.3975,145.466,160.165,-0.0888,0.8583,0.5055,200,4
0.0044,0.0809,-14.401,145.533,160.195,0.1479,0.7976,0.5848,200,4
0.0044,0.0725,-14.3895,145.598,160.242,0.2179,0.739,0.6375,200,4
0.0055,0.0551,-14.3722,145.649,160.29,0.1896,0.72,0.6676,200,4
0.0043,0.0566,-14.3613,145.693,160.323,0.16,0.6806,0.715,200,4
0.0042,0.0686,-14.3539,145.734,160.361,0.1842,0.6559,0.732,200,4
0.005,0.0977,-14.3379,145.779,160.41,0.1472,0.6123,0.7768,200,4
0.006,0.0821,-14.322,145.838,160.487,0.2118,0.5871,0.7813,200,4
0.0059,0.1036,-14.3019,145.889,160.549,0.1127,0.4905,0.8641,200,4
0.0027,0.0861,-14.289,145.944,160.636,0.1347,0.5036,0.8534,200,4
0.0037,0.1499,-14.2763,145.985,160.71,0.1225,0.4878,0.8643,200,4
0.0036,0.0966,-14.2593,146.056,160.842,0.1016,0.5191,0.8487,200,4
0.0039,0.0781,-14.2493,146.104,160.925,0.17,0.5407,0.8239,200,4
0.0091,0.1106,-14.2327,146.138,160.995,0.0479,0.5583,0.8283,200,4
0.0064,0.0923,-14.5381,145.413,160.311,0.8017,-0.4103,-0.4346,201,4
0.0045,0.1041,-14.458,145.37,160.273,0.3119,0.7064,0.6353,201,4
0.0068,0.1677,-14.4175,145.445,160.336,0.2604,0.5318,0.8058,201,4
0.007,0.043,-14.3694,145.531,160.471,0.3393,0.4058,0.8487,201,4
0.0064,0.0642,-14.3556,145.549,160.507,0.3567,0.3976,0.8454,201,4
0.0056,0.0692,-14.3323,145.577,160.56,0.2976,0.3559,0.8859,201,4
0.0026,0.0845,-14.3122,145.605,160.62,0.2847,0.3679,0.8852,201,4
0.0054,0.0684,-14.2873,145.632,160.696,0.301,0.3605,0.8829,201,4
0.006,0.0812,-14.2661,145.656,160.757,0.2821,0.3467,0.8945,201,4
0.0051,0.1319,-14.2428,145.688,160.828,0.2318,0.2675,0.9352,201,4
0.0034,0.0718,-14.2128,145.727,160.951,0.2625,0.2694,0.9266,201,4
0.0033,0.0556,-14.1947,145.745,161.018,0.2623,0.317,0.9115,201,4
0.0028,0.0841,-14.1794,145.762,161.069,0.2367,0.3007,0.9239,201,4
0.0029,0.0844,-14.1589,145.785,161.147,0.186,0.3357,0.9234,201,4
0.0039,0.0465,-14.1438,145.813,161.225,0.2649,0.3566,0.8959,201,4
0.0038,0.1005,-14.1314,145.83,161.267,0.2502,0.3219,0.9131,201,4
0.0038,0.0652,-14.6323,145.445,160.372,-0.0065,-0.2866,0.958,202,4
0.0034,0.0916,-14.6378,145.426,160.435,0.043,-0.2205,0.9744,202,4
0.003,0.1291,-14.6347,145.411,160.525,0.1134,-0.2506,0.9614,202,4
0.0042,0.0614,-14.6201,145.376,160.649,0.1888,-0.2044,0.9605,202,4
0.003,0.0779,-14.6115,145.367,160.709,0.1814,-0.2444,0.9526,202,4
0.003,0.1191,-14.5993,145.349,160.785,0.2152,-0.2975,0.9302,202,4
0.003,0.0851,-14.5737,145.314,160.896,0.219,-0.3196,0.9219,202,4
0.0059,0.4295,-14.746,145.52,160.51,0.7294,0.6346,0.2555,203,4
0.0053,0.091,-14.7844,145.513,160.567,0.2177,-0.6096,0.7622,204,4
0.0044,0.1386,-14.7677,145.452,160.634,0.3634,-0.5559,0.7476,204,4
0.0027,0.0682,-14.717,145.371,160.735,0.2723,-0.5625,0.7807,204,4
0.0026,0.1431,-14.7936,145.539,160.578,0.2023,0.9604,-0.1916,205,4
0.0037,0.2339,-14.7603,145.676,160.556,0.2826,0.9578,-0.0531,205,4
0.005,0.0319,-14.8157,145.529,160.588,-0.592,-0.7203,0.3615,206,4
0.0145,0.3233,-14.8047,145.473,160.619,-0.7737,-0.6123,0.1631,206,4
0.0145,0.2625,-15.0079,145.259,160.663,-0.3686,-0.7811,-0.504,206,4
0.0145,0.1469,-15.1255,145.044,160.54,0.4929,-0.2642,0.829,206,4
0.0097,0.0543,-14.8469,145.561,160.639,-0.64,0.7682,-0.015,207,4
0.0097,0.1523,-14.8817,145.603,160.639,-0.261,0.8248,0.5016,207,4
0.0152,0.1068,-14.8359,145.559,160.694,0.1805,0.2954,0.9382,208,4
0.015,0.1492,-14.8178,145.593,160.794,0.1723,0.2288,0.9581,208,4
0.0085,0.0863,-14.8016,145.64,160.938,0.223,0.0594,0.973,208,4
0.0111,0.1137,-14.7744,145.663,161.022,0.0721,-0.0249,0.9971,208,4
0.0137,0.0611,-14.7639,145.655,161.136,0.0657,0.2011,0.9774,208,4
0.0145,0.0819,-14.7637,145.667,161.197,0.3112,0.1342,0.9408,208,4
0.0131,0.091,-14.7465,145.702,161.271,0.0301,0.1111,0.9934,208,4
0.0124,0.1037,-14.739,145.7,161.361,0.1977,0.0349,0.9796,208,4
0.0068,0.0775,-14.7158,145.714,161.461,0.1897,0.1495,0.9704,208,4
0.0061,0.0697,-14.702,145.725,161.536,0.1901,0.1403,0.9717,208,4
0.0031,0.068,-14.6877,145.737,161.603,0.1905,0.1842,0.9643,208,4
0.0047,0.0645,-14.6744,145.752,161.669,0.1831,0.1387,0.9732,208,4
0.006,0.0691,-14.6591,145.764,161.73,0.2264,0.0959,0.9693,208,4
0.0063,0.1122,-14.6519,145.764,161.818,0.8798,0.2187,0.422,208,4
0.0114,0.027,-14.8834,145.544,160.714,-0.456,-0.7333,-0.5043,209,4
0.0114,0.0668,-14.8842,145.521,160.699,0.1167,-0.2177,0.969,209,4
0.0093,0.1203,-14.8625,145.483,160.755,-0.0515,-0.3479,0.9361,209,4
0.0061,0.1121,-14.8696,145.445,160.869,-0.0512,-0.2537,0.9659,209,4
0.0061,0.1098,-14.8741,145.411,160.976,-0.0402,-0.228,0.9728,209,4
0.006,0.0952,-14.8776,145.381,161.082,-0.0322,-0.1775,0.9836,209,4
0.0059,0.0908,-14.882,145.366,161.176,0.034,-0.1835,0.9824,209,4
0.0058,0.071,-14.8789,145.349,161.265,0.0401,-0.1651,0.9855,209,4
0.0057,0.0629,-14.8755,145.337,161.335,-0.0097,-0.1918,0.9814,209,4
0.008,0.0888,-14.8824,145.325,161.398,0.1494,-0.1066,0.983,209,4
0.0109,0.1328,-14.8668,145.318,161.485,0.1357,-0.0734,0.988,209,4
0.0116,0.0995,-14.8497,145.31,161.616,0.1453,-0.0424,0.9885,209,4
0.0105,0.0451,-14.8411,145.307,161.717,0.4152,-0.1509,0.8971,209,4
0.0091,0.0833,-14.8248,145.29,161.767,-0.1298,0.7048,0.6974,209,4
0.0048,0.0978,-14.8311,145.356,161.818,-0.0754,0.7415,0.6667,209,4
0.0078,0.0807,-15.4021,144.818,160.241,-0.0237,-0.3118,0.9499,210,4
0.0077,0.088,-15.4005,144.79,160.332,0.8804,-0.3713,-0.295,210,4
0.0075,0.219,-15.3275,144.756,160.246,0.9973,-0.0003,-0.0734,210,4
0.0067,0.155,-15.0673,144.67,160.273,0.7787,0.5419,0.3164,210,4
0.0059,0.2018,-14.8884,144.711,160.333,-0.0772,0.1381,0.9874,210,4
0.0045,0.0063,-14.8919,144.739,160.531,0.0679,0.1216,0.9903,210,4
0.0124,0.0439,-15.3937,144.952,160.311,-0.681,0.342,0.6476,211,4
0.0124,0.122,-15.4496,144.99,160.337,0.3457,0.4578,0.8191,211,4
0.003,0.0452,-15.384,144.983,160.461,0.1498,0.3976,0.9053,211,4
0.0027,0.1663,-15.3762,145.003,160.501,0.1369,0.3604,0.9227,211,4
0.0108,0.0845,-15.3259,145.206,160.405,-0.3004,0.0975,0.9488,212,4
0.0104,0.2076,-15.3466,145.237,160.486,-0.0752,-0.035,0.9966,212,4
0.0064,0.0662,-15.361,145.221,160.692,-0.106,-0.1585,0.9816,212,4
0.006,0.0477,-15.3676,145.215,160.758,-0.0783,-0.1085,0.991,212,4
0.0057,0.0537,-15.3718,145.21,160.805,-0.0726,0.0772,0.9944,212,4
0.0072,0.1183,-15.375,145.205,160.859,-0.0616,0.096,0.9935,212,4
0.0089,0.0621,-15.2903,145.328,160.487,0.1732,0.8477,0.5015,213,4
0.0089,0.1019,-15.2795,145.38,160.518,0.3692,0.6719,0.642,213,4
0.0029,0.094,-15.5064,145.362,160.629,-0.0379,-0.9919,-0.121,214,4
0.0029,0.2113,-15.51,145.269,160.618,0.1684,-0.6345,-0.7544,214,4
0.0031,0.0706,-15.6687,145.439,160.931,-0.5624,-0.0598,0.8247,215,4
0.0033,0.0912,-15.7149,145.437,160.986,-0.4553,-0.0855,0.8862,215,4
0.0032,0.1093,-15.7587,145.424,161.066,-0.4034,0.0092,0.915,215,4
0.0039,0.062,-15.8036,145.423,161.166,-0.3284,0.0731,0.9417,215,4
0.0029,0.048,-15.8247,145.427,161.224,-0.2575,0.0275,0.9659,215,4
0.0024,0.1073,-15.8369,145.427,161.271,-0.2697,0.0725,0.9602,215,4
0.0025,0.2639,-15.4731,144.695,160.366,0.9369,0.1444,-0.3185,216,4
0.0025,0.2584,-15.2593,144.603,160.29,0.9555,-0.2539,-0.1504,216,4
0.0145,0.075,-15.5217,144.773,160.36,-0.2442,0.9641,-0.1041,217,4
0.0151,0.0717,-15.5383,144.846,160.348,-0.2823,0.9584,0.0431,217,4
0.0149,0.0638,-15.5571,144.916,160.348,-0.3355,0.9209,0.1986,217,4
0.0123,0.0929,-15.5884,144.993,160.35,-0.2193,0.3856,0.8962,217,4
0.0081,0.1073,-15.6183,145.02,160.433,-0.1587,0.1954,0.9678,217,4
0.0076,0.0483,-15.6344,145.041,160.538,-0.246,0.2943,0.9235,217,4
0.0071,0.0812,-15.6469,145.057,160.581,-0.2372,0.2623,0.9354,217,4
0.0066,0.0485,-15.6668,145.078,160.657,-0.275,0.2564,0.9266,217,4
0.006,0.0905,-15.679,145.093,160.702,-0.3271,0.2442,0.9129,217,4
0.003,0.0862,-15.7033,145.119,160.786,-0.3555,0.2201,0.9084,217,4
0.004,0.0828,-15.7339,145.14,160.863,-0.3504,0.1936,0.9164,217,4
0.0026,0.0806,-15.7649,145.155,160.939,-0.2232,0.1901,0.9561,217,4
0.0049,0.1472,-15.7878,145.17,161.016,-0.1396,0.1697,0.9756,217,4
0.0038,0.1097,-15.539,144.491,160.512,0.0592,0.9747,0.2155,218,4
0.0038,0.1189,-15.5183,144.617,160.534,0.1752,-0.0445,0.9835,218,4
0.0027,0.1755,-15.489,144.629,160.651,0.1936,-0.0981,0.9762,218,4
0.008,0.2397,-15.6299,144.506,160.547,-0.5428,0.4468,0.7112,219,4
0.0031,0.219,-15.6034,144.16,161.2,-0.0634,0.503,0.8619,220,4
0.0025,0.1168,-15.6171,144.267,161.39,-0.2726,0.2764,0.9216,220,4
0.0029,0.0542,-13.2151,145.27,160.471,-0.3209,-0.7556,0.571,221,4
0.0029,0.0328,-13.2325,145.229,160.502,-0.0706,-0.6818,0.7281,221,4
0.0026,0.1172,-13.2353,145.204,160.523,-0.0668,-0.6497,0.7573,221,4
0.0023,0.0734,-13.2438,145.128,160.612,-0.0528,-0.6077,0.7924,221,4
0.0035,0.1446,-13.2431,145.08,160.669,-0.1143,-0.5405,0.8335,221,4
0.0259,0.1282,-13.3237,145.703,160.596,0.4293,0.6636,-0.6126,222,4
0.0259,0.0905,-13.2687,145.788,160.518,0.6791,0.7292,0.0839,222,4
0.0259,0.293,-13.2294,145.843,160.514,0.2027,0.4643,-0.8622,222,4
0.0027,0.1879,-13.2977,145.758,160.593,0.7839,0.6136,0.0953,223,4
0.0027,0.0811,-13.1505,145.873,160.611,0.679,0.5707,0.4618,223,4
0.0023,0.0842,-13.0945,145.919,160.648,0.6827,0.5647,0.4637,223,4
0.0032,0.1344,-13.0377,145.968,160.686,0.6835,0.523,0.5092,223,4
0.0025,0.4765,-13.3244,145.743,160.58,-0.7264,-0.2548,-0.6383,224,4
0.0025,0.4629,-13.6891,145.625,160.275,-0.1748,-0.848,0.5003,224,4
0.0068,0.1075,-13.0928,145.772,161.022,0.3347,0.9423,0.0123,225,4
0.0043,0.0472,-13.0494,145.872,161.019,0.2664,0.9544,0.1349,225,4
0.0056,0.0643,-13.0387,145.919,161.024,0.3416,0.8781,0.335,225,4
0.0044,0.1296,-13.0201,145.982,161.036,0.3718,0.7777,0.5069,225,4
0.0027,0.1888,-12.9736,146.084,161.102,0.3603,0.7426,0.5646,225,4
0.0025,0.1253,-12.7204,145.054,160.451,0.3973,-0.3781,-0.8362,226,4
0.0025,0.1257,-12.6668,144.976,160.355,0.1862,-0.2516,-0.9498,226,4
0.0025,0.0471,-12.6376,144.96,160.256,0.1569,0.7561,-0.6354,226,4
0.0075,0.2175,-13.0192,144.32,160.855,-0.2234,-0.1755,-0.9588,227,4
0.0076,0.0631,-13.068,144.282,160.647,-0.2095,-0.2173,-0.9533,227,4
0.0083,0.0436,-13.0811,144.268,160.587,-0.2408,-0.2578,-0.9357,227,4
0.0083,0.1009,-13.0917,144.257,160.546,-0.2637,-0.2501,-0.9316,227,4
0.0075,0.052,-13.1158,144.233,160.45,-0.2849,-0.3299,-0.9,227,4
0.0081,0.0577,-13.1325,144.216,160.404,-0.2892,-0.3625,-0.886,227,4
0.0084,0.1899,-13.1501,144.2,160.35,-0.2836,-0.4839,-0.8279,227,4
0.0026,0.2144,-13.043,144.298,160.727,0.0473,-0.559,0.8278,228,4
0.0025,0.0597,-12.9513,144.449,161.471,0.0261,0.7314,0.6814,229,4
0.0025,0.0847,-12.9498,144.493,161.512,-0.1654,0.687,0.7076,229,4
0.0028,0.1013,-12.9435,144.462,161.539,0.7491,0.2887,0.5963,230,4
0.0044,0.1241,-12.5127,144.486,160.487,0.0664,-0.6974,-0.7136,231,4
0.0044,0.1033,-12.5047,144.4,160.398,-0.3941,-0.8099,0.4344,231,4
0.0044,0.1329,-12.5458,144.314,160.44,-0.1575,-0.8169,0.5549,231,4
0.0038,0.1165,-12.2321,144.586,160.494,0.9802,-0.012,-0.1977,232,4
0.0038,0.0835,-12.1178,144.584,160.471,0.7392,-0.4108,0.5336,232,4
0.0036,0.0672,-12.0558,144.547,160.514,0.6795,-0.3663,0.6357,232,4
0.004,0.0596,-12.0106,144.522,160.557,0.6648,-0.3378,0.6663,232,4
0.0033,0.1463,-11.9676,144.502,160.594,0.5882,-0.3097,0.7471,232,4
0.0025,0.104,-14.9119,144.267,160.72,-0.1171,-0.2463,0.9621,233,4
0.0025,0.0674,-14.9265,144.237,160.82,-0.089,-0.1801,0.9796,233,4
0.0026,0.2064,-14.8442,144.276,160.622,0.9256,-0.0163,-0.3782,234,4
0.007,0.054,-14.8782,142.822,160.68,-0.6984,0.3303,-0.6349,235,5
0.0069,0.0439,-14.9053,142.839,160.643,0.2231,-0.3288,0.9177,235,5
0.006,0.0772,-14.8967,142.827,160.684,0.1975,-0.1424,0.9699,235,5
0.005,0.1052,-14.8802,142.819,160.759,0.1784,-0.2375,0.9549,235,5
0.0065,0.1154,-14.8592,142.791,160.859,0.0781,-0.0938,0.9925,235,5
0.0026,0.1564,-14.9355,142.676,160.54,-0.9254,0.0882,0.3686,236,5
0.0026,0.216,-15.0793,142.687,160.596,-0.0001,-0.5005,0.8658,236,5
0.0065,0.0602,-15.4832,143.026,160.484,-0.8386,0.1901,-0.5105,237,5
0.0064,0.1248,-15.5336,143.037,160.454,-0.9938,-0.1112,-0.0021,237,5
0.0055,0.1196,-15.6587,143.015,160.444,-0.9577,-0.1481,0.2467,237,5
0.0055,0.0619,-15.7716,142.992,160.476,-0.8863,-0.0558,0.4597,237,5
0.0045,0.0978,-15.8308,142.981,160.5,-0.7057,-0.0428,0.7073,237,5
0.0025,0.0776,-15.8986,142.983,160.569,-0.5386,0.1038,0.8361,237,5
0.0048,0.0217,-13.7391,143.804,160.197,-0.7664,-0.1468,0.6253,238,5
0.0048,0.0289,-13.7557,143.801,160.211,-0.5131,-0.0286,0.8579,238,5
0.0075,0.2715,-13.7827,143.812,160.232,-0.3581,-0.1257,0.9252,238,5
0.0056,0.1083,-13.8814,143.772,160.482,-0.3065,-0.0883,0.9478,238,5
0.0062,0.1498,-13.9152,143.762,160.585,-0.2979,-0.0837,0.9509,238,5
0.0064,0.0636,-13.9601,143.749,160.727,-0.3082,-0.114,0.9445,238,5
0.0066,0.0826,-13.9794,143.743,160.788,-0.2146,-0.0977,0.9718,238,5
0.0077,0.0448,-14.0084,143.748,160.866,-0.3851,-0.1795,0.9052,238,5
0.006,0.0389,-14.0288,143.739,160.905,-0.0508,-0.4433,0.8949,238,5
0.0064,0.1469,-14.0566,143.724,160.934,-0.2249,0.1185,0.9671,238,5
0.0021,0.1502,-14.0964,143.737,161.074,-0.2101,0.0041,0.9777,238,5
0.0025,0.222,-13.8476,143.441,161.157,-0.4686,0.4665,0.7502,239,5
0.0028,0.0957,-13.6817,144.128,160.744,-0.2768,0.1037,0.9553,240,5
0.0031,0.1181,-13.7092,144.144,160.836,-0.1924,-0.0439,0.9803,240,5
0.0025,0.0625,-13.7343,144.139,160.951,-0.1306,-0.0956,0.9868,240,5
0.0026,0.0635,-13.7439,144.132,161.013,-0.0982,-0.0732,0.9925,240,5
0.0025,0.1194,-13.7496,144.127,161.076,-0.1153,-0.0353,0.9927,240,5
0.005,0.063,-13.3237,143.924,160.223,0.8193,-0.0715,0.5689,241,5
0.0043,0.0255,-13.2721,143.919,160.259,0.7242,0.151,0.6728,241,5
0.0064,0.2445,-13.2653,143.916,160.296,0.7974,0.2493,0.5496,241,5
0.0191,0.1708,-13.0573,143.952,160.427,0.7189,0.274,0.6389,241,5
