radius (m),length (m),x,y,z,axis_direction,,,branch,branch_order
0.0036,0.0819,-28.5666,127.971,160.504,-0.3835,-0.0466,0.9224,50,2
0.0024,0.0821,-28.599,127.967,160.579,-0.3369,-0.0235,0.9413,50,2
0.0116,0.1229,-27.0779,128.427,159.723,0.8268,0.1065,-0.5523,51,2
0.0155,0.0463,-26.9753,128.436,159.643,0.8041,0.5837,-0.1129,51,2
0.0155,0.0853,-26.9111,128.453,159.643,0.1689,0.766,0.6202,51,2
0.0078,0.0761,-26.8806,128.523,159.688,0.2313,0.5058,0.831,51,2
0.0077,0.1157,-26.8584,128.563,159.75,0.1942,0.3262,0.9251,51,2
0.0099,0.0524,-26.8313,128.598,159.858,0.0695,0.3029,0.9505,51,2
0.0076,0.0839,-26.8273,128.621,159.906,0.1763,0.1955,0.9647,51,2
0.0074,0.1178,-26.8117,128.638,159.987,0.1487,0.1178,0.9818,51,2
0.0073,0.0545,-26.7931,128.654,160.102,0.1367,0.0584,0.9889,51,2
0.0093,0.0899,-26.7869,128.662,160.156,0.1066,0.0394,0.9935,51,2
0.0045,0.0995,-26.7744,128.657,160.245,0.0975,-0.0094,0.9952,51,2
0.0089,0.0617,-26.7667,128.667,160.344,0.0957,0.0148,0.9953,51,2
0.0145,0.0651,-26.7517,128.649,160.405,0.0233,-0.0147,0.9996,51,2
0.0043,0.0798,-26.7495,128.665,160.47,0.1835,-0.0186,0.9828,51,2
0.0087,0.0714,-26.7378,128.673,160.549,0.1572,-0.0393,0.9868,51,2
0.0062,0.106,-26.7246,128.665,160.619,0.1222,-0.0608,0.9906,51,2
0.0156,0.1437,-26.7185,128.643,160.725,0.264,-0.0571,0.9628,51,2
0.0099,0.0437,-26.705,128.643,160.871,-0.0415,-0.7903,0.6113,51,2
0.0092,0.0788,-26.685,128.593,160.896,-0.1991,-0.4236,0.8837,51,2
0.004,0.09,-26.6947,128.548,160.959,0.0309,-0.4788,0.8774,51,2
0.0148,0.0839,-27.0459,128.357,159.767,0.2464,-0.5202,-0.8177,52,2
0.01,0.138,-27.0225,128.306,159.703,0.1548,-0.4761,-0.8657,52,2
0.0097,0.0511,-26.999,128.238,159.584,0.0175,-0.1618,-0.9867,52,2
0.0167,0.2387,-27.0083,128.204,159.532,0.2398,-0.0548,-0.9693,52,2
0.0085,0.0633,-26.9727,128.179,159.301,0.2189,-0.3381,-0.9153,52,2
0.014,0.0627,-26.9474,128.161,159.242,0.1277,-0.503,-0.8548,52,2
0.0101,0.2447,-26.9357,128.145,159.178,0.2369,-0.602,-0.7625,52,2
0.0185,0.04,-26.8833,128.298,159.935,-0.0116,0.5745,0.8184,53,2
0.0183,0.0669,-26.8837,128.321,159.968,-0.6048,0.133,0.7852,53,2
0.0105,0.0498,-26.938,128.332,160.012,-0.4756,0.2941,0.829,53,2
0.0095,0.0853,-26.9661,128.353,160.049,-0.4354,0.1904,0.8799,53,2
0.009,0.2079,-27.014,128.369,160.122,-0.2461,0.1001,0.9641,53,2
0.004,0.1089,-26.8286,128.2,159.906,-0.7125,-0.6881,0.1376,54,2
0.004,0.1083,-26.9062,128.125,159.921,0.0776,0.0199,0.9968,54,2
0.0081,0.095,-26.8902,128.127,160.029,0.0455,0.1048,0.9934,54,2
0.0063,0.2032,-26.8832,128.138,160.123,0.0341,-0.0017,0.9994,54,2
0.004,0.045,-26.8693,128.142,160.326,-0.0029,0.0495,0.9988,54,2
0.0065,0.1493,-26.8674,128.14,160.371,0.0052,0.048,0.9988,54,2
0.0206,0.128,-26.7677,128.161,159.866,0.6903,-0.7131,-0.1225,55,2
0.0228,0.0348,-26.6764,128.064,159.846,0.5854,-0.3298,0.7406,55,2
0.0143,0.0908,-26.6321,128.043,159.857,0.5715,0.2725,0.7741,55,2
0.0137,0.1042,-26.5888,128.075,159.935,0.7416,0.1916,0.643,55,2
0.0188,0.0308,-26.4962,128.076,160.028,0.4287,0.8321,0.3519,55,2
0.016,0.319,-26.5079,128.117,160.033,0.4339,0.8288,0.3534,55,2
0.0079,0.0346,-26.3822,128.389,160.143,0.2885,0.7107,0.6416,55,2
0.0066,0.1003,-26.3721,128.417,160.162,0.2542,0.6492,0.7168,55,2
0.0049,0.0589,-26.3465,128.483,160.233,0.2229,0.5707,0.7904,55,2
0.0035,0.1378,-26.3336,128.519,160.278,0.2025,0.4914,0.8471,55,2
0.0167,0.0974,-28.241,129.88,159.214,0.0556,-0.9127,-0.4049,56,2
0.0167,0.2736,-28.2356,129.791,159.175,-0.2582,-0.3703,-0.8923,56,2
0.0059,0.1379,-28.324,129.928,159.264,-0.8359,0.4677,0.2872,57,2
0.0069,0.1446,-28.4411,129.994,159.299,-0.7916,0.4583,0.4042,57,2
0.0061,0.0802,-28.5556,130.061,159.357,-0.8245,0.3911,0.4089,57,2
0.0063,0.1053,-28.6284,130.089,159.382,-0.7597,0.4251,0.4922,57,2
0.0098,0.1619,-28.7084,130.139,159.43,-0.7399,0.4027,0.5389,57,2
0.007,0.2946,-28.8413,130.201,159.512,-0.4489,0.3406,0.8262,57,2
0.0059,0.0222,-28.972,130.301,159.756,-0.3704,0.3061,0.877,57,2
0.0044,0.0941,-28.9824,130.309,159.774,-0.3484,0.2518,0.9029,57,2
0.005,0.1791,-29.0208,130.336,159.857,-0.2454,0.2176,0.9447,57,2
0.0045,0.0892,-29.0659,130.376,160.025,-0.2288,0.1711,0.9583,57,2
0.0066,0.0171,-28.5641,129.851,159.379,-0.4538,0.6967,0.5556,58,2
0.0063,0.0263,-28.5719,129.862,159.388,-0.9155,-0.032,-0.4011,58,2
0.009,0.108,-28.6415,129.83,159.38,-0.2927,0.3614,-0.8853,58,2
0.0079,0.1125,-28.6886,129.876,159.289,-0.216,0.1829,-0.9591,58,2
0.0145,0.0758,-28.6701,129.668,159.486,0.9437,0.0009,-0.3308,59,2
0.0145,0.1124,-28.5985,129.668,159.461,0.8092,-0.0619,-0.5842,59,2
0.0056,0.0598,-28.5094,129.648,159.402,0.6814,-0.4216,-0.5983,59,2
0.0088,0.0511,-28.4691,129.623,159.366,0.6879,-0.2941,-0.6635,59,2
0.0072,0.0454,-28.4357,129.606,159.331,0.7893,-0.4503,-0.4174,59,2
0.0181,0.2232,-28.382,129.565,159.275,0.2918,-0.7642,0.5751,59,2
0.0084,0.0273,-28.3039,129.413,159.414,0.1542,-0.5526,0.819,59,2
0.0156,0.1068,-28.3061,129.379,159.429,0.0864,-0.3523,0.9319,59,2
0.0148,0.2077,-28.2586,129.35,159.538,-0.0827,-0.5255,0.8467,59,2
0.0076,0.0886,-28.261,129.245,159.714,0.0748,-0.4484,0.8907,59,2
0.0074,0.0498,-28.2557,129.207,159.794,0.0934,-0.2686,0.9587,59,2
0.0082,0.0742,-28.2521,129.196,159.843,0.0014,-0.3472,0.9378,59,2
0.0099,0.1177,-28.2543,129.168,159.912,0.0063,-0.2683,0.9633,59,2
0.0103,0.1246,-28.2542,129.138,160.025,0.0339,-0.2301,0.9726,59,2
0.007,0.0571,-28.2485,129.103,160.145,0.0546,-0.1966,0.979,59,2
0.0044,0.0837,-28.2433,129.089,160.201,0.0331,-0.228,0.9731,59,2
0.007,0.0801,-28.2385,129.066,160.282,-0.0239,-0.0708,0.9972,59,2
0.0096,0.1047,-28.235,129.049,160.359,0.0533,-0.1606,0.9856,59,2
0.0122,0.0895,-28.6345,129.701,159.448,-0.1508,-0.8243,0.5456,60,2
0.0122,0.0339,-28.648,129.627,159.497,-0.2385,-0.8732,0.425,60,2
0.0081,0.0669,-28.6545,129.592,159.505,-0.3045,-0.7395,0.6004,60,2
0.0069,0.0574,-28.6809,129.537,159.541,-0.0456,-0.6034,0.7962,60,2
0.0117,0.0726,-28.6713,129.501,159.588,-0.1008,-0.5191,0.8488,60,2
0.0074,0.0502,-28.6854,129.462,159.648,-0.0532,-0.5285,0.8473,60,2
0.0067,0.0881,-28.6899,129.437,159.691,-0.0412,-0.4192,0.907,60,2
0.0069,0.1011,-28.6926,129.389,159.768,-0.0225,-0.2913,0.9564,60,2
0.0074,0.1032,-28.6959,129.362,159.865,-0.0075,-0.4031,0.9151,60,2
0.0062,0.0755,-28.6976,129.317,159.959,0.0005,-0.2271,0.9739,60,2
0.007,0.1132,-28.6969,129.302,160.033,0.0193,-0.2496,0.9681,60,2
0.0056,0.1338,-28.6972,129.271,160.142,0.0541,-0.2353,0.9704,60,2
0.0068,0.0892,-28.6831,129.238,160.272,-0.0796,-0.1077,0.991,60,2
0.0053,0.0816,-28.6939,129.227,160.361,0.1324,-0.2072,0.9693,60,2
0.0053,0.0732,-28.6854,129.214,160.441,0.0993,-0.2465,0.9641,60,2
0.0045,0.0584,-28.6793,129.195,160.512,0.0298,-0.18,0.9832,60,2
0.0063,0.0742,-28.6725,129.182,160.569,-0.0058,-0.1091,0.994,60,2
0.01,0.0496,-28.6708,129.179,160.644,0.0066,-0.2882,0.9575,60,2
0.0039,0.0756,-28.6763,129.167,160.692,-0.0221,-0.1497,0.9885,60,2
0.0037,0.0512,-28.6785,129.152,160.767,-0.0397,-0.001,0.9992,60,2
0.0034,0.1078,-28.6777,129.148,160.817,-0.0184,-0.2095,0.9776,60,2
0.0198,0.0756,-28.6905,129.676,159.449,-0.1362,-0.6411,-0.7553,61,2
0.0164,0.0302,-28.7069,129.627,159.4,-0.7787,0.2423,-0.5787,61,2
0.0096,0.182,-28.7465,129.652,159.396,-0.6427,0.0004,-0.7661,61,2
0.0026,0.1002,-28.8696,129.643,159.26,-0.4399,-0.041,-0.8971,61,2
0.0149,0.1565,-28.7547,129.607,159.521,-0.0082,-0.7441,-0.668,62,2
0.0149,0.2644,-28.756,129.49,159.417,-0.0514,-0.7091,-0.7032,62,2
0.0183,0.0641,-28.7605,129.291,159.24,-0.6727,-0.7002,-0.239,62,2
0.0183,0.1223,-28.7992,129.237,159.196,-0.0616,-0.9554,0.2889,62,2
0.0175,0.2437,-28.7852,129.104,159.21,-0.0595,-0.8289,0.5562,62,2
0.0095,0.2534,-28.8124,128.891,159.335,-0.0815,-0.6254,0.776,62,2
0.0078,0.0943,-28.8305,128.732,159.531,-0.0502,-0.4702,0.8811,62,2
0.0065,0.1307,-28.8341,128.685,159.613,-0.0836,-0.3507,0.9328,62,2
0.0053,0.0415,-28.8441,128.637,159.735,-0.1131,-0.3198,0.9407,62,2
0.0118,0.156,-28.8377,128.628,159.777,-0.2336,-0.2668,0.935,62,2
0.0103,0.0982,-28.7613,129.65,159.574,-0.0835,0.2077,0.9746,63,2
0.0059,0.1276,-28.7779,129.697,159.673,-0.1322,-0.1409,0.9812,63,2
0.006,0.0873,-28.796,129.681,159.798,-0.0811,-0.173,0.9816,63,2
0.0057,0.0494,-28.8041,129.663,159.884,-0.0434,-0.0501,0.9978,63,2
0.0078,0.2533,-28.8026,129.658,159.933,0.0115,-0.113,0.9935,63,2
0.0084,0.0961,-28.7998,129.628,160.184,-0.0065,-0.0827,0.9966,63,2
0.0086,0.0806,-28.8529,129.61,159.602,-0.74,-0.1395,-0.658,64,2
0.0076,0.1511,-28.9129,129.6,159.549,-0.7782,-0.2526,-0.575,64,2
0.007,0.0862,-29.0368,129.554,159.47,-0.7048,-0.0872,-0.704,64,2
0.0105,0.0681,-29.1049,129.555,159.413,-0.62,-0.1521,-0.7697,64,2
0.0106,0.0456,-29.1481,129.545,159.361,-0.5328,-0.1605,-0.8309,64,2
0.0086,0.0803,-29.1763,129.536,159.326,-0.3988,-0.2685,-0.8769,64,2
0.0067,0.0787,-29.2113,129.513,159.257,-0.4001,-0.2417,-0.884,64,2
0.0102,0.0835,-29.2335,129.492,159.185,-0.3328,-0.1994,-0.9217,64,2
0.0123,0.144,-29.276,129.464,159.115,-0.2004,-0.3166,-0.9271,64,2
0.0113,0.0577,-28.8398,129.642,159.622,-0.3059,0.9409,0.1456,65,2
0.0113,0.0569,-28.8575,129.696,159.63,-0.0022,0.8876,0.4606,65,2
0.0138,0.1124,-28.8567,129.739,159.669,-0.0261,0.8475,0.5302,65,2
0.0144,0.1294,-28.882,129.866,159.718,0.1618,0.4126,0.8964,65,2
0.0164,0.1397,-28.8716,129.924,159.821,-0.4513,0.6918,0.5637,65,2
0.0132,0.0859,-28.9273,130.021,159.912,-0.7973,0.4105,0.4424,65,2
0.0078,0.1111,-29.0043,130.055,159.936,-0.7388,0.5487,0.3913,65,2
0.0073,0.0871,-29.0871,130.117,159.977,-0.7129,0.5203,0.4702,65,2
0.0079,0.076,-29.15,130.165,160.015,-0.6426,0.4857,0.5927,65,2
0.0061,0.0727,-29.2039,130.201,160.056,-0.5815,0.4652,0.6674,65,2
0.0054,0.0684,-29.2495,130.234,160.103,-0.4696,0.4299,0.7712,65,2
0.0084,0.1587,-29.2789,130.267,160.156,-0.3644,0.3827,0.849,65,2
0.0028,0.1488,-29.3428,130.323,160.29,-0.2649,0.3379,0.9031,65,2
0.0259,0.1273,-28.8438,129.599,159.652,-0.0514,-0.9155,0.3991,66,2
0.0259,0.0845,-28.8495,129.481,159.679,-0.5188,-0.8525,0.0641,66,2
0.0066,0.1531,-28.9213,129.421,159.691,-0.4447,-0.8597,-0.2513,66,2
0.0259,0.122,-28.9752,129.275,159.67,-0.3614,-0.8322,-0.4206,66,2
0.0078,0.1142,-28.9535,129.651,159.771,-0.431,0.4514,0.7813,67,2
0.0076,0.0867,-29.0027,129.702,159.86,-0.3293,0.2888,0.899,67,2
0.0062,0.1154,-29.0272,129.72,159.943,-0.3889,0.376,0.8411,67,2
0.0048,0.0873,-29.0782,129.761,160.039,-0.3364,0.415,0.8453,67,2
0.0045,0.2021,-29.1087,129.796,160.113,-0.3406,0.4387,0.8316,67,2
0.016,0.1916,-29.2238,129.535,159.904,-0.686,0.7244,0.0679,68,2
0.0159,0.0661,-29.3258,129.648,159.937,-0.0533,0.5811,0.8121,68,2
0.0156,0.0869,-29.3218,129.703,159.98,-0.0064,0.5828,0.8126,68,2
0.0138,0.0806,-29.294,129.759,160.046,0.004,0.6161,0.7876,68,2
0.0135,0.0794,-29.2943,129.81,160.108,0.004,0.5587,0.8294,68,2
0.0128,0.0567,-29.2954,129.854,160.174,0.0138,0.5228,0.8524,68,2
0.0108,0.1187,-29.3006,129.886,160.221,-0.117,0.3749,0.9197,68,2
0.0148,0.1228,-29.3206,129.958,160.33,0.102,0.0353,0.9942,68,2
0.0148,0.262,-29.2895,129.983,160.447,-0.1545,0.3627,0.919,68,2
0.0145,0.0583,-29.3224,130.077,160.689,-0.0953,0.3994,0.9118,68,2
0.0135,0.114,-29.3054,130.101,160.743,-0.0473,0.3176,0.947,68,2
0.0099,0.0762,-29.3154,130.135,160.851,-0.0535,0.236,0.9703,68,2
0.0102,0.0787,-29.3193,130.153,160.925,-0.0413,0.2586,0.9651,68,2
0.0041,0.1391,-29.33,130.174,161.001,-0.0579,0.1973,0.9786,68,2
0.0059,0.1058,-29.3317,130.202,161.137,-0.0892,0.1485,0.9849,68,2
0.0094,0.0636,-29.3419,130.23,161.24,-0.3257,0.0739,0.9426,68,2
0.0103,0.0567,-29.3515,130.223,161.308,-0.388,0.221,0.8948,68,2
0.0042,0.1105,-29.3882,130.224,161.354,-0.3766,0.0826,0.9227,68,2
0.0043,0.0904,-29.2981,129.426,159.88,-0.9928,0.114,-0.0374,69,2
0.0025,0.0262,-29.4371,129.346,159.712,-0.3568,-0.7713,0.5271,69,2
0.0028,0.2307,-29.6489,129.303,159.779,-0.2263,-0.2067,-0.9519,69,2
0.0026,0.0809,-29.4826,129.219,160.031,-0.9807,-0.1378,0.1386,70,2
0.0031,0.1544,-29.563,129.212,160.041,-0.9702,-0.1832,0.1585,70,2
0.0032,0.0345,-29.7131,129.184,160.064,-0.9632,-0.1417,0.2284,70,2
0.0039,0.1483,-29.7488,129.179,160.065,-0.9358,-0.1435,0.3222,70,2
0.0042,0.1279,-29.8898,129.162,160.11,-0.8823,-0.1892,0.4311,70,2
0.0036,0.1835,-29.5159,129.167,160.097,-0.7378,0.0872,0.6694,71,2
0.0027,0.0623,-29.6522,129.183,160.219,-0.7694,0.0512,0.6367,71,2
0.003,0.0592,-29.6995,129.186,160.259,-0.721,0.0516,0.691,71,2
0.0029,0.0553,-29.7434,129.189,160.299,-0.6777,0.0372,0.7344,71,2
0.0034,0.1078,-29.784,129.192,160.337,-0.5803,0.0203,0.8141,71,2
0.0037,0.1097,-29.6526,129.037,160.38,-0.6373,0.1413,0.7576,72,2
0.0046,0.0573,-29.7206,129.054,160.465,-0.6562,0.0915,0.7491,72,2
0.0043,0.0464,-29.7578,129.058,160.508,-0.6807,0.1334,0.7203,72,2
0.0037,0.0484,-29.7899,129.065,160.541,-0.5716,0.0895,0.8156,72,2
0.0054,0.0906,-29.8152,129.072,160.582,-0.5595,0.0718,0.8257,72,2
0.0055,0.0492,-29.8664,129.078,160.657,-0.4969,0.1408,0.8563,72,2
0.0036,0.0555,-29.8933,129.087,160.697,-0.5019,0.0828,0.861,72,2
0.0037,0.0427,-29.9228,129.09,160.744,-0.4269,0.1659,0.8889,72,2
0.0028,0.069,-29.944,129.099,160.781,-0.4153,0.1297,0.9004,72,2
0.0035,0.1126,-29.9722,129.108,160.843,-0.458,0.1139,0.8816,72,2
0.0034,0.1419,-29.6954,128.955,160.564,0.3539,-0.4398,0.8254,73,2
0.0051,0.0871,-29.637,128.894,160.678,0.3506,-0.3876,0.8526,73,2
0.0051,0.0488,-29.6079,128.858,160.752,0.3299,-0.3158,0.8896,73,2
0.0031,0.0823,-29.5958,128.842,160.796,0.3035,-0.3016,0.9038,73,2
0.0031,0.1131,-29.5697,128.816,160.87,0.2617,-0.25,0.9322,73,2
0.0028,0.0783,-29.6787,128.975,160.502,-0.1169,-0.8118,0.5721,74,2
0.0028,0.0576,-29.6878,128.911,160.547,-0.0517,-0.8009,0.5966,74,2
0.0028,0.0781,-29.6909,128.865,160.581,-0.0439,-0.7831,0.6203,74,2
0.003,0.0655,-29.6945,128.803,160.628,-0.0608,-0.7267,0.6842,74,2
0.0028,0.1303,-29.6994,128.753,160.671,-0.0329,-0.6219,0.7824,74,2
0.0033,0.0738,-29.712,128.953,160.596,-0.5087,0.4283,0.7468,75,2
0.0033,0.0453,-29.7504,128.985,160.65,-0.4987,0.3693,0.7842,75,2
0.0033,0.0745,-29.7744,129.003,160.685,-0.4225,0.3167,0.8492,75,2
0.0033,0.0514,-29.8072,129.027,160.747,-0.3468,0.2794,0.8954,75,2
0.0033,0.1024,-29.826,129.042,160.793,-0.2926,0.2555,0.9214,75,2
0.0037,0.1772,-29.7884,128.856,160.981,-0.1394,-0.1992,0.97,76,2
0.0182,0.1024,-26.8386,129.881,159.411,0.7033,0.6756,-0.221,77,2
0.0182,0.039,-26.7666,129.951,159.388,0.7006,-0.0566,-0.7113,77,2
0.0201,0.0982,-26.7192,129.947,159.38,0.6132,-0.4141,-0.6727,77,2
0.0181,0.2174,-26.6467,129.932,159.29,0.4613,-0.7235,-0.5136,77,2
0.0076,0.0678,-26.7923,129.803,159.547,-0.0165,-0.1272,0.9917,78,2
0.0051,0.1317,-26.7818,129.796,159.616,-0.109,-0.1105,0.9879,78,2
0.0064,0.0998,-26.7993,129.782,159.746,-0.125,-0.1221,0.9846,78,2
0.0047,0.0527,-26.8101,129.771,159.844,-0.1567,-0.0713,0.9851,78,2
0.0056,0.0599,-26.8193,129.767,159.896,-0.1637,-0.073,0.9838,78,2
0.0053,0.0914,-26.8284,129.763,159.955,-0.1731,-0.0712,0.9823,78,2
0.0058,0.1117,-26.8459,129.756,160.044,-0.2302,-0.0887,0.9691,78,2
0.0021,0.1105,-26.8651,129.75,160.155,-0.2966,-0.0274,0.9546,78,2
0.0074,0.0986,-26.8529,129.857,159.587,-0.1573,0.8249,0.543,79,2
0.0069,0.014,-26.8684,129.939,159.641,-0.1678,0.5447,0.8217,79,2
0.012,0.1676,-26.8975,129.991,159.732,0.4556,0.8347,-0.3093,79,2
0.012,0.1805,-26.8143,130.109,159.68,0.1939,0.104,-0.9755,79,2
0.0021,0.1566,-26.9909,129.886,159.732,-0.0617,-0.2403,0.9687,80,2
0.0022,0.0753,-27.0031,129.848,159.883,-0.0504,-0.2187,0.9745,80,2
0.0025,0.1557,-27.0043,129.831,159.957,-0.0841,-0.2028,0.9756,80,2
0.0023,0.2594,-27.0808,129.886,159.857,-0.7484,-0.4488,0.4882,81,2
0.0017,0.2473,-27.1514,129.895,160.028,-0.7335,0.3388,0.5892,82,2
0.0022,0.114,-27.1508,129.887,160.054,0.2984,-0.0445,0.9534,83,2
0.0026,0.1282,-27.1147,129.883,160.162,0.269,-0.0709,0.9605,83,2
0.0029,0.0787,-27.0777,129.876,160.285,0.2212,-0.1091,0.9691,83,2
0.0031,0.0752,-27.0575,129.867,160.36,0.221,-0.1237,0.9674,83,2
0.0032,0.1886,-27.0422,129.857,160.433,0.264,-0.0612,0.9626,83,2
0.005,0.1336,-27.2805,129.816,160.834,-0.1513,-0.5882,0.7944,84,2
0.005,0.09,-27.2971,129.754,160.947,0.1566,-0.4175,0.8951,84,2
0.005,0.0754,-27.2953,129.694,161.019,-0.1854,-0.2733,0.9439,84,2
0.0034,0.1513,-27.3058,129.672,161.09,-0.1651,-0.2414,0.9563,84,2
0.0067,0.5768,-27.2678,129.827,160.664,0.6556,-0.7081,-0.2622,85,2
0.0067,0.1405,-27.3382,129.799,160.277,0.3697,-0.1329,-0.9196,85,2
0.0067,0.1797,-27.1388,129.579,160.181,0.6334,0.3511,-0.6896,85,2
0.0025,0.1989,-27.2246,129.688,159.881,0.6226,0.542,-0.5645,85,2
0.0032,0.1273,-27.2273,129.846,160.407,-0.046,-0.521,0.8523,86,2
0.0032,0.0665,-27.2331,129.78,160.515,-0.0208,-0.4158,0.9092,86,2
0.0039,0.0717,-27.237,129.751,160.575,0.0039,-0.3848,0.923,86,2
0.0037,0.0568,-27.2376,129.723,160.641,-0.0135,-0.3627,0.9318,86,2
0.0048,0.0669,-27.2432,129.702,160.694,0.0377,-0.3731,0.927,86,2
0.0056,0.1288,-27.2356,129.678,160.757,-0.0228,-0.3895,0.9207,86,2
0.0034,0.0651,-27.245,129.628,160.876,0.0604,-0.3382,0.9391,86,2
0.0041,0.0994,-27.2461,129.605,160.937,0.0509,-0.3479,0.9361,86,2
0.003,0.1631,-27.2383,129.571,161.03,-0.0045,-0.3477,0.9376,86,2
0.0044,0.2636,-27.2508,129.839,160.517,0.3337,-0.1597,0.9291,87,2
0.0061,0.1134,-27.1686,129.794,160.763,0.3254,-0.1364,0.9357,87,2
0.0057,0.0595,-27.1312,129.777,160.869,0.3155,-0.1257,0.9406,87,2
0.0056,0.0524,-27.1133,129.77,160.925,0.3117,-0.094,0.9455,87,2
0.0049,0.1043,-27.0956,129.763,160.974,0.2918,-0.0603,0.9546,87,2
0.0039,0.0679,-27.0648,129.758,161.074,0.298,-0.1639,0.9404,87,2
0.0025,0.0605,-27.3135,129.78,161.296,-0.8375,-0.4507,-0.309,88,2
0.0025,0.1263,-27.2705,129.789,161.248,0.4434,-0.6858,0.5771,88,2
0.0033,0.0487,-26.7565,130.057,159.871,-0.8606,-0.0457,-0.5073,89,2
0.0033,0.2431,-26.7628,130.025,159.857,-0.2603,0.031,0.965,89,2
0.005,0.109,-26.8032,130.043,160.093,-0.3557,0.7831,0.5101,89,2
0.0019,0.2274,-26.8043,130.311,160.084,0.2443,0.8849,0.3965,90,2
0.0035,0.0537,-26.9914,130.518,160.409,-0.7265,-0.2278,0.6483,91,2
0.004,0.09,-27.0359,130.504,160.439,-0.604,-0.2223,0.7653,91,2
0.0036,0.0953,-27.0929,130.483,160.506,-0.5693,-0.1781,0.8026,91,2
0.0043,0.1418,-27.1486,130.467,160.582,-0.4761,-0.1199,0.8712,91,2
0.0043,0.124,-26.818,130.282,160.098,-0.2459,0.0629,0.9672,92,2
0.0056,0.0676,-26.8454,130.29,160.219,-0.2878,-0.1133,0.951,92,2
0.0054,0.0564,-26.8745,130.285,160.281,-0.2482,-0.0686,0.9663,92,2
0.0034,0.1048,-26.8855,130.281,160.336,-0.2367,0.0175,0.9714,92,2
0.0032,0.0936,-26.9099,130.283,160.438,-0.2648,0.0324,0.9638,92,2
0.0033,0.0874,-26.9358,130.286,160.528,-0.2415,0.0052,0.9704,92,2
0.0081,0.0846,-26.812,130.381,160.167,0.0965,0.6256,0.7742,93,2
0.0082,0.125,-26.8038,130.436,160.231,0.123,0.5408,0.8321,93,2
0.0097,0.1058,-26.7938,130.503,160.336,0.0931,0.4032,0.9104,93,2
0.0046,0.0884,-26.7775,130.549,160.43,0.1696,0.3492,0.9216,93,2
0.0054,0.0487,-26.7659,130.58,160.512,0.2294,0.3181,0.9199,93,2
0.0048,0.0818,-26.7526,130.597,160.556,0.0447,0.264,0.9635,93,2
0.0042,0.1141,-26.7502,130.62,160.635,0.1846,0.2158,0.9588,93,2
0.0086,0.066,-26.7245,130.65,160.743,0.1127,0.1894,0.9754,93,2
0.0089,0.1553,-26.7157,130.662,160.807,0.1382,0.1411,0.9803,93,2
0.007,0.1809,-26.6943,130.682,160.96,0.0566,0.2254,0.9726,93,2
0.0048,0.0833,-26.6857,130.723,161.136,0.0428,0.1888,0.9811,93,2
0.0029,0.1325,-27.0116,130.535,160.477,-0.0327,-0.2901,0.9564,94,2
0.0047,0.1205,-27.0209,130.492,160.603,0.0053,-0.2176,0.976,94,2
0.0037,0.0745,-27.0202,130.465,160.721,-0.1004,-0.1309,0.9863,94,2
0.0047,0.0721,-27.0307,130.454,160.794,-0.0621,-0.0818,0.9947,94,2
0.004,0.1197,-27.034,130.447,160.865,-0.056,-0.0954,0.9939,94,2
0.0051,0.0637,-27.1044,130.653,160.945,0.5457,-0.193,0.8155,95,2
0.0051,0.0985,-27.0696,130.641,160.997,0.593,0.0434,0.8041,95,2
0.0032,0.0373,-27.1148,130.668,160.98,-0.2667,0.8426,0.4679,96,2
0.0032,0.1152,-27.128,130.7,160.993,-0.5239,0.6903,0.499,96,2
