radius (m),length (m),x,y,z,a,b,c,branch,branch_order
0.0033,0.0493,-10.2294,141.247,162.27,0.1302,-0.3862,0.9132,656,4
0.0029,0.1183,-10.2218,141.229,162.315,0.1433,-0.3149,0.9383,656,4
0.0105,0.351,-10.2677,141.359,162.082,-0.503,0.3664,0.7828,657,4
0.0105,0.0794,-10.4428,141.486,162.359,-0.5294,0.3838,0.7566,657,4
0.0105,0.1351,-10.4958,141.506,162.417,-0.451,0.3243,0.8315,657,4
0.0027,0.1018,-10.2995,141.346,162.205,-0.6385,-0.2831,0.7156,658,4
0.0035,0.0697,-10.366,141.315,162.276,-0.58,-0.2162,0.7854,658,4
0.0113,0.0986,-10.3974,141.305,162.338,-0.5048,-0.2877,0.8139,658,4
0.0113,0.0736,-10.4489,141.274,162.418,-0.481,0.0159,0.8766,658,4
0.0037,0.07,-10.2868,141.363,162.204,0.5487,0.0897,0.8312,659,4
0.0053,0.1136,-10.244,141.364,162.261,0.481,0.116,0.869,659,4
0.0033,0.0875,-10.1861,141.382,162.358,0.3955,0.0946,0.9136,659,4
0.0035,0.1004,-10.1506,141.391,162.437,0.3791,0.0758,0.9223,659,4
0.0033,0.2318,-10.2967,141.361,162.272,0.0105,-0.639,0.7691,660,4
0.0026,0.3042,-10.3131,141.387,162.373,-0.5783,0.277,0.7674,661,4
0.0049,0.2234,-10.3318,141.367,162.45,0.2106,-0.6909,0.6916,662,4
0.0037,0.0775,-10.3343,141.386,162.442,0.2891,0.6062,0.7409,663,4
0.0037,0.1212,-10.3222,141.431,162.501,-0.0307,0.6658,0.7455,663,4
0.0051,0.1482,-10.3298,141.513,162.591,-0.0124,0.506,0.8625,663,4
0.0035,0.0536,-10.3576,141.37,162.528,-0.4182,-0.4202,0.8053,664,4
0.0048,0.1194,-10.385,141.344,162.568,-0.3356,-0.3534,0.8732,664,4
0.0034,0.0725,-10.428,141.301,162.671,-0.2999,-0.2361,0.9243,664,4
0.0129,0.1354,-10.4414,141.287,162.742,-0.3046,-0.1747,0.9363,664,4
0.0129,0.1728,-10.3423,141.372,162.49,0.47,0.165,0.8671,665,4
0.0129,0.0459,-10.2587,141.405,162.64,0.158,-0.0387,0.9867,665,4
0.0129,0.1209,-10.2661,141.396,162.69,0.1463,0.2697,0.9518,665,4
0.0129,0.0649,-10.2462,141.418,162.802,-0.9786,-0.1796,-0.1,665,4
0.0035,0.1585,-10.3421,141.38,162.57,0.0265,-0.475,0.8796,666,4
0.0035,0.0642,-10.3389,141.303,162.708,0.0442,-0.408,0.9119,666,4
0.0129,0.0774,-10.327,141.286,162.77,-0.0483,-0.3198,0.9462,666,4
0.0129,0.0574,-10.3297,141.256,162.843,-0.0252,-0.2165,0.976,666,4
0.0066,0.1502,-10.3756,141.396,162.647,-0.4999,-0.1498,0.853,667,4
0.0065,0.076,-10.4618,141.377,162.772,-0.3128,-0.1453,0.9386,667,4
0.0077,0.0765,-10.4809,141.363,162.846,-0.3687,0.0393,0.9287,667,4
0.0025,0.1616,-9.981,141.919,162.535,0.0965,-0.4314,-0.897,668,4
0.0037,0.0805,-7.9074,140.871,160.466,0.1043,-0.3806,0.9189,669,4
0.0037,0.0078,-7.9219,140.846,160.527,0.2012,0.9751,0.0928,669,4
0.0025,0.299,-7.9166,140.872,160.504,0.6504,0.5346,0.5396,669,4
0.008,0.0882,-7.7138,141.113,160.753,-0.2664,-0.146,0.9528,670,4
0.0043,0.1398,-7.7502,141.103,160.835,-0.1089,-0.0741,0.9913,670,4
0.0043,0.0875,-7.7642,141.092,160.974,-0.2057,-0.0798,0.9754,670,4
0.0052,0.235,-7.7856,141.085,161.059,-0.1996,-0.0342,0.9793,670,4
0.0025,0.1772,-7.6954,141.237,161.093,0.0754,-0.2141,0.9739,671,4
0.0039,0.0942,-7.751,141.173,161.237,-0.314,-0.2066,0.9267,671,4
0.0037,0.1597,-7.7811,141.153,161.324,-0.3258,-0.1773,0.9287,671,4
0.004,0.4693,-7.6793,141.332,161.385,0.28,-0.015,0.9599,672,4
0.0038,0.0778,-7.5479,141.325,161.836,-0.1775,-0.3305,0.927,672,4
0.0085,0.0444,-7.5599,141.288,161.911,-0.1099,0.2804,0.9536,672,4
0.0043,0.178,-7.5694,141.295,161.954,-0.0903,0.0512,0.9946,672,4
0.0159,0.0258,-7.6355,140.964,160.432,0.1036,0.7955,-0.597,673,4
0.0158,0.0882,-7.6255,140.968,160.413,0.5805,0.3884,-0.7157,673,4
0.0154,0.0697,-7.5705,140.999,160.352,0.5735,0.2701,-0.7734,673,4
0.012,0.4056,-7.5332,141.061,160.294,0.6559,-0.034,-0.754,673,4
0.0059,0.0921,-7.2724,141.071,159.981,0.6887,0.3392,0.6408,673,4
0.0072,0.1876,-7.4898,141.073,160.481,0.8452,0.5344,-0.0046,674,4
0.0072,0.1328,-7.3484,141.121,160.555,0.9708,0.0214,0.2389,674,4
0.0028,0.2175,-7.1807,141.135,160.557,0.5068,0.3594,0.7836,674,4
0.0081,0.2065,-7.7471,140.833,160.52,-0.3628,-0.0749,0.9288,675,4
0.0067,0.1179,-7.8268,140.874,160.73,-0.4083,-0.3212,0.8545,675,4
0.0025,0.2385,-7.91,140.857,160.824,-0.2074,-0.0295,0.9778,675,4
0.0077,0.1892,-7.714,140.795,160.629,-0.069,0.2287,0.9711,676,4
0.0129,0.1185,-7.7372,140.849,160.813,0.1668,0.151,0.9744,676,4
0.0112,0.0986,-7.7307,140.852,160.93,-0.0691,0.2218,0.9726,676,4
0.0067,0.0787,-7.7454,140.859,161.027,-0.09,0.0933,0.9916,676,4
0.0079,0.0775,-7.7517,140.87,161.105,-0.2009,-0.0321,0.9791,676,4
0.0129,0.1009,-7.7502,140.881,161.193,-0.4827,-0.1597,0.8611,676,4
0.0042,0.2538,-7.6607,140.586,161.282,0.2657,-0.4128,-0.8712,677,4
0.0042,0.164,-7.5933,140.481,161.061,0.3622,0.0932,-0.9274,677,4
0.0106,0.1287,-7.5835,140.802,160.683,0.0851,-0.4677,0.8798,678,4
0.0106,0.1762,-7.5725,140.742,160.796,-0.0411,-0.0647,0.9971,678,4
0.0068,0.1617,-7.5357,140.839,160.926,0.0845,0.1091,0.9904,679,4
0.0071,0.1977,-7.5127,140.861,161.085,0.0859,0.0231,0.996,679,4
0.0065,0.0712,-7.5013,140.862,161.282,0.0346,-0.0107,0.9993,679,4
0.0053,0.0643,-7.4961,140.865,161.353,0.1,0.0239,0.9947,679,4
0.0123,0.1109,-7.4864,140.849,161.422,-0.2632,0.2458,0.9329,679,4
0.0149,0.1342,-7.4986,140.888,161.535,-0.415,-0.1289,0.9006,679,4
0.0112,0.0986,-7.5609,140.851,161.653,-0.4541,0.01,0.8909,679,4
0.0033,0.1295,-7.4696,140.984,161.264,0.6943,0.6975,-0.1774,680,4
0.0032,0.0799,-7.3797,141.075,161.241,0.5196,0.6913,0.5022,680,4
0.0039,0.1611,-7.3361,141.13,161.28,0.4645,0.6529,0.5983,680,4
0.0025,0.0254,-7.411,141.001,161.404,0.7787,0.4876,0.3947,681,4
0.0098,0.1,-6.6789,140.712,160.589,-0.2167,0.1107,0.9699,682,4
0.0098,0.1324,-6.7021,140.722,160.685,-0.1377,0.1304,0.9819,682,4
0.0098,0.1078,-6.7346,140.749,160.812,-0.0538,0.2145,0.9752,682,4
0.0098,0.2237,-6.7933,140.765,160.952,-0.549,0.0648,-0.8333,682,4
0.0104,0.1035,-7.2794,140.719,160.458,0.4163,0.6097,-0.6745,683,4
0.0103,0.0883,-7.227,140.745,160.398,0.7512,0.0155,-0.6599,683,4
0.0099,0.1402,-7.1754,140.745,160.322,0.7733,-0.0417,-0.6327,683,4
0.007,0.0909,-7.0756,140.736,160.224,0.7149,0.0046,-0.6992,683,4
0.0076,0.0935,-7.0085,140.746,160.16,0.7836,-0.2008,-0.5879,683,4
0.0086,0.1173,-6.9314,140.738,160.106,0.7637,-0.219,-0.6073,683,4
0.004,0.1315,-6.8386,140.734,160.037,0.926,-0.0985,-0.3644,683,4
0.0076,0.0433,-6.8293,140.763,160.43,0.1495,0.973,-0.1759,684,4
0.0076,0.1088,-6.8228,140.805,160.422,-0.9322,0.193,0.3062,684,4
0.0131,0.1425,-6.7362,140.746,160.51,0.5413,0.7303,-0.4166,685,4
0.0125,0.1926,-6.699,140.828,160.473,-0.3362,0.8993,0.2798,685,4
0.0109,0.1663,-6.7141,140.977,160.585,0.372,0.9249,0.0781,685,4
0.0091,0.1808,-6.6599,141.188,160.622,0.5427,-0.2706,0.7952,685,4
0.0066,0.1772,-6.537,141.103,160.758,0.5183,0.1649,0.8391,685,4
0.0069,0.1779,-6.7163,140.702,160.537,-0.2098,-0.3141,0.9259,686,4
0.014,0.1217,-6.7365,140.653,160.707,-0.218,-0.174,0.9603,686,4
0.0042,0.0789,-6.7801,140.61,160.817,-0.0821,-0.2258,0.9707,686,4
0.0024,0.191,-6.7887,140.594,160.894,-0.0159,-0.1886,0.9819,686,4
0.014,0.0338,-6.6269,140.694,160.656,-0.194,-0.9773,0.0848,687,4
0.014,0.0083,-6.6334,140.661,160.658,0.6107,-0.616,-0.4976,687,4
0.014,0.3026,-6.551,140.538,160.472,0.7059,-0.419,0.5712,687,4
0.0066,0.1262,-6.3459,140.413,160.647,0.27,-0.0631,0.9608,687,4
0.0033,0.1958,-7.3653,140.03,161.503,-0.1939,0.9767,0.0921,688,4
0.0033,0.2434,-7.3805,140.2,161.51,0.3716,0.6945,-0.6161,688,4
0.0032,0.1894,-7.2297,139.876,161.512,0.5818,-0.7172,0.3836,689,4
0.0032,0.0575,-7.1195,139.74,161.584,0.336,-0.471,0.8157,689,4
0.0032,0.1737,-7.1003,139.698,161.625,0.3171,-0.3216,0.8922,689,4
0.0063,0.2777,-7.1937,139.876,161.516,-0.2032,0.2491,-0.9469,690,4
0.0063,0.1007,-7.2501,139.945,161.253,-0.144,0.4187,-0.8966,690,4
0.0076,0.108,-7.2663,139.985,161.162,-0.1202,0.5269,-0.8414,690,4
0.0053,0.0986,-7.2768,140.043,161.071,-0.0996,0.6324,-0.7682,690,4
0.0073,0.279,-7.2859,140.093,160.983,-0.1804,0.701,-0.69,690,4
0.008,0.1503,-7.3466,140.282,160.783,0.0722,0.699,-0.7115,690,4
0.0025,0.1872,-7.3696,140.494,160.789,-0.9292,0.054,0.3656,691,4
0.0025,0.2017,-7.5443,140.507,160.853,0.2591,-0.765,-0.5896,691,4
0.0113,0.0423,-7.1432,140.66,160.798,-0.8884,0.2994,0.3481,692,4
0.0113,0.1278,-7.1868,140.668,160.823,0.5381,0.6144,0.577,692,4
0.0025,0.1191,-7.1015,141.02,160.827,0.4928,0.7804,0.3848,693,4
0.0025,0.2724,-7.0534,141.115,160.871,0.1034,0.9136,0.3933,693,4
0.0025,0.1881,-7.0523,141.446,160.902,0.6381,0.627,0.4468,693,4
0.0025,0.1499,-6.8222,141.507,160.903,0.6514,0.6182,0.4399,693,4
0.003,0.1314,-7.1008,141.018,160.829,0.8098,0.0987,0.5783,694,4
0.003,0.0712,-6.9944,141.031,160.905,0.7441,0.5168,0.4234,694,4
0.0025,0.0906,-6.9432,141.069,160.937,0.7633,0.4861,0.4256,694,4
0.0025,0.1565,-6.8725,141.115,160.972,0.756,0.3589,0.5474,694,4
0.0126,0.2385,-7.1202,140.233,161.511,0.3774,-0.3364,0.8628,695,4
0.0175,0.059,-7.0451,140.137,161.722,0.5671,-0.2568,0.7826,695,4
0.0167,0.0794,-6.9767,140.157,161.786,0.4147,-0.7015,0.5797,695,4
0.0146,0.0747,-6.9992,140.021,161.851,0.5935,-0.2204,0.7741,695,4
0.0073,0.1401,-6.9044,140.078,161.894,0.5312,-0.1932,0.8249,695,4
0.0042,0.0705,-6.8327,140.049,162.01,0.5124,-0.2399,0.8245,695,4
0.0058,0.1498,-7.2743,140.398,161.474,0.0849,0.6947,-0.7143,696,4
0.0058,0.1126,-7.2616,140.502,161.367,0.4033,0.9054,0.1328,696,4
0.0064,0.2285,-7.2689,140.345,161.604,-0.2277,-0.7292,0.6453,697,4
0.0242,0.0817,-7.3003,140.192,161.767,-0.1195,-0.6966,0.7075,697,4
0.0062,0.2234,-7.3387,140.118,161.814,-0.076,-0.473,0.8778,697,4
0.0034,0.0828,-7.3641,140.008,162.007,-0.092,-0.3435,0.9347,697,4
0.0079,0.0968,-7.2193,140.33,161.686,0.5717,-0.4634,0.6771,698,4
0.0078,0.0822,-7.1613,140.284,161.749,0.5033,-0.4247,0.7526,698,4
0.0077,0.0746,-7.1168,140.247,161.809,0.4133,-0.3545,0.8388,698,4
0.0147,0.0927,-7.093,140.216,161.872,0.3943,-0.2972,0.8696,698,4
0.0074,0.0971,-7.0492,140.193,161.95,0.4824,-0.2683,0.8339,698,4
0.0143,0.0469,-7.0153,140.159,162.041,0.694,-0.4117,0.5906,698,4
0.0096,0.2595,-6.9614,140.142,162.051,0.6253,-0.3018,0.7197,698,4
0.0097,0.3283,-7.2649,140.345,161.708,-0.4799,-0.4598,0.7472,699,4
0.0085,0.1462,-7.2175,140.301,161.852,0.306,-0.5649,0.7663,700,4
0.012,0.0766,-7.19,140.207,161.963,0.2211,-0.4436,0.8685,700,4
0.0092,0.1114,-7.1476,140.182,162.027,0.203,-0.404,0.8919,700,4
0.0074,0.1632,-7.1413,140.13,162.127,0.1881,-0.3684,0.9104,700,4
0.0033,0.3954,-7.2338,140.362,161.727,-0.3238,0.2708,0.9065,701,4
0.0041,0.3327,-7.2233,140.329,162.035,-0.1734,-0.648,0.7416,702,4
0.0061,0.3278,-7.211,140.324,162.1,0.3737,-0.5338,0.7585,703,4
0.004,0.264,-7.215,140.32,162.193,-0.747,0.0648,0.6617,704,4
0.004,0.3666,-7.1959,140.315,162.183,0.5844,0.1382,0.7996,705,4
0.0031,0.0996,-7.1945,140.31,162.272,0.1333,-0.7118,0.6897,706,4
0.0031,0.16,-7.2017,140.214,162.323,-0.2904,-0.386,0.8756,706,4
0.0035,0.3658,-7.2047,140.337,162.248,-0.1699,0.3032,0.9377,707,4
0.0031,0.1267,-7.1291,140.751,163.054,0.1266,0.1513,0.9803,708,4
0.0031,0.0582,-7.1429,140.766,163.186,0.2772,-0.1484,0.9493,708,4
0.0098,0.0312,-7.1132,140.672,160.94,-0.3199,0.9097,0.2647,709,4
0.0098,0.0745,-7.1197,140.706,160.946,-0.3241,0.5234,0.788,709,4
0.0088,0.1499,-7.1432,140.745,161.005,-0.3297,0.5226,0.7863,709,4
0.0058,0.1217,-7.1932,140.827,161.12,-0.2638,0.5636,0.7828,709,4
0.0048,0.1761,-7.2266,140.897,161.214,-0.2852,0.4718,0.8343,709,4
0.0033,0.1391,-7.0233,140.824,161.447,0.6411,0.1724,0.7478,710,4
0.0033,0.0265,-6.9341,140.848,161.551,0.5574,0.4218,0.7151,710,4
0.0031,0.0981,-6.9173,140.862,161.567,0.509,0.3666,0.7788,710,4
0.0033,0.1259,-6.8676,140.898,161.644,0.535,0.3128,0.7848,710,4
0.0037,0.2485,-7.0803,140.366,162.035,-0.456,0.1802,-0.8716,711,4
0.0033,0.1425,-7.3399,140.638,161.79,0.0635,-0.087,-0.9942,712,4
0.0033,0.1757,-7.3309,140.626,161.648,0.534,0.3034,-0.7892,712,4
0.003,0.5443,-7.2977,140.67,161.72,-0.6015,-0.717,-0.3521,713,4
0.003,0.1521,-7.3776,140.602,161.723,0.1481,0.4256,-0.8927,713,4
0.003,0.1446,-7.5122,140.731,161.607,0.0638,0.4258,-0.9026,713,4
0.0086,0.5671,-7.1026,140.669,161.323,-0.362,0.4599,0.8108,714,4
0.0086,0.0902,-7.3225,140.933,161.779,-0.1639,0.4741,0.8651,714,4
0.0053,0.1264,-6.6853,141.613,161.668,0.8167,0.2043,-0.5397,715,4
0.005,0.0549,-6.582,141.639,161.599,0.8515,-0.1166,0.5113,715,4
0.004,0.1483,-6.5333,141.632,161.625,0.7892,-0.0199,0.6138,715,4
0.0076,0.2452,-6.6963,141.657,161.681,-0.361,0.0698,-0.93,716,4
0.0076,0.1794,-6.7848,141.674,161.453,-0.4205,0.0676,-0.9048,716,4
0.0021,0.1197,-6.693,141.673,161.706,-0.2206,0.3028,0.9272,717,4
0.0041,0.192,-6.7214,141.714,161.815,-0.1148,0.3045,0.9456,717,4
0.0046,0.3152,-6.6844,141.661,161.705,0.784,0.0727,0.6165,718,4
0.006,0.1667,-6.6808,141.652,161.78,-0.0912,-0.5251,0.8461,719,4
0.0028,0.1911,-6.5299,141.66,162.122,0.0938,-0.5654,0.8195,720,4
0.0028,0.1772,-6.535,141.67,162.142,-0.075,0.4545,0.8876,721,4
0.0031,0.1108,-6.5126,141.664,162.173,0.2325,0.0017,0.9726,722,4
0.0043,0.182,-6.487,141.665,162.281,0.2061,-0.0137,0.9784,722,4
0.0035,0.2223,-7.2823,140.686,162.048,-0.2241,-0.3791,0.8978,723,4
0.0062,0.1932,-6.9512,140.811,162.195,0.324,0.7132,0.6216,724,4
0.0035,0.2235,-7.2449,140.844,162.43,-0.2565,-0.1171,0.9594,725,4
0.0035,0.0692,-7.3022,140.818,162.644,-0.6278,-0.0546,0.7765,725,4
0.004,0.2058,-6.9961,140.86,162.431,0.943,-0.3089,0.1243,726,4
0.004,0.1465,-6.8021,140.796,162.457,-0.5126,0.0053,-0.8586,726,4
0.0025,0.1419,-7.025,140.802,162.548,0.1606,-0.1191,0.9798,727,4
0.0025,0.1875,-7.0022,140.785,162.687,0.4091,0.1719,0.8962,727,4
0.0043,0.0736,-8.3694,140.087,160.507,0.614,0.3118,0.7251,728,4
0.0042,0.056,-8.3242,140.109,160.56,0.4279,0.1255,0.8951,728,4
0.0047,0.2503,-8.2988,140.114,160.61,0.4215,0.0968,0.9017,728,4
0.0027,0.2232,-8.8635,140.079,161.841,-0.28,0.7951,-0.538,729,4
0.0027,0.0866,-8.926,140.256,161.721,0.1593,-0.2834,-0.9457,729,4
0.0029,0.0356,-8.8975,140.221,161.607,0.1298,-0.4084,-0.9035,730,4
0.0029,0.0777,-8.8929,140.206,161.575,0.1678,-0.3551,-0.9196,730,4
0.0029,0.1479,-8.8817,140.181,161.507,0.6844,0.704,-0.1897,730,4
0.0029,0.1621,-8.6172,139.571,160.963,-0.2748,-0.3746,-0.8855,731,4
0.0029,0.2345,-8.6774,139.52,160.812,-0.3545,0.0643,0.9328,731,4
0.0034,0.0745,-8.7976,139.529,161.022,-0.235,-0.0797,0.9687,731,4
0.0025,0.0828,-8.9441,139.561,162.454,-0.6569,0.4286,-0.6203,732,4
0.0025,0.0081,-8.9984,139.596,162.402,-0.6206,0.5162,-0.5903,732,4
0.0025,0.0723,-9.0564,139.637,162.363,0.5712,0.0644,-0.8183,732,4
0.0025,0.0703,-9.018,139.632,162.302,0.6591,-0.0624,-0.7495,732,4
0.0025,0.5198,-8.9837,139.528,162.579,0.1922,0.0308,-0.9809,733,4
0.0025,0.3297,-8.8985,139.596,162.065,0.1954,0.1314,0.9719,733,4
0.0029,0.1202,-8.8299,139.603,161.459,-0.8374,-0.4109,0.3605,734,4
0.0029,0.1522,-8.9305,139.554,161.502,0.4335,0.2203,-0.8738,734,4
0.0025,0.1308,-8.9294,139.426,161.83,0.5783,0.524,-0.6254,735,4
0.0025,0.1504,-8.8562,139.487,161.741,0.2259,0.6158,-0.7549,735,4
0.0036,0.2539,-8.865,139.542,161.583,-0.7115,-0.1907,0.6763,736,4
0.0036,0.0972,-9.0457,139.494,161.754,-0.3513,-0.115,0.9292,736,4
0.0042,0.0833,-9.089,139.483,161.841,-0.3729,-0.0873,0.9237,736,4
0.0041,0.072,-9.1192,139.475,161.918,-0.3455,-0.0625,0.9363,736,4
0.0041,0.1065,-9.1453,139.469,161.985,-0.2975,0.0027,0.9547,736,4
0.0049,0.1426,-8.4316,139.657,161.305,0.3745,-0.0487,0.9259,737,4
0.0054,0.0713,-8.3803,139.65,161.438,0.4287,-0.0758,0.9003,737,4
0.0031,0.1865,-8.3527,139.651,161.504,0.3821,-0.14,0.9135,737,4
0.0023,0.1203,-8.6579,139.815,161.967,-0.3788,-0.7173,-0.5847,738,4
0.0023,0.0803,-8.7035,139.729,161.897,-0.4226,-0.2023,-0.8834,738,4
0.0036,0.137,-8.4099,138.912,161.366,0.4149,-0.595,0.6884,739,4
0.0036,0.1367,-8.3523,138.827,161.458,0.4352,-0.4773,0.7634,739,4
0.0025,0.1179,-8.4704,139.047,161.634,-0.6486,-0.4521,0.6123,740,4
0.0025,0.2038,-8.5462,138.998,161.71,-0.6605,-0.3606,0.6585,740,4
0.0031,0.1082,-8.4683,139.066,161.601,-0.6536,0.1472,0.7424,741,4
0.0029,0.0271,-8.539,139.082,161.681,-0.264,0.3094,0.9136,741,4
0.0025,0.1435,-8.6153,139.102,161.736,-0.3205,0.3456,-0.8819,741,4
0.0034,0.1268,-8.2986,139.254,161.664,-0.1664,0.0548,0.9845,742,4
0.0034,0.1302,-8.3197,139.261,161.789,0.2933,-0.4446,0.8463,742,4
0.0025,0.1112,-8.2453,139.208,161.752,0.8917,-0.4155,0.1796,743,4
0.0025,0.1149,-8.1461,139.162,161.772,0.7782,-0.2939,0.5549,743,4
0.0025,0.0927,-8.5337,139.235,161.746,0.9779,-0.0882,0.1897,744,4
0.0025,0.1439,-8.4408,139.225,161.771,0.0892,-0.9644,-0.2488,744,4
0.0028,0.1739,-8.5029,139.007,161.764,-0.1157,-0.767,0.6312,745,4
0.0028,0.0678,-8.5461,138.828,161.831,-0.4662,-0.4757,0.7459,745,4
0.0028,0.0556,-8.5263,138.778,161.891,-0.1613,-0.783,-0.6008,745,4
0.0071,0.249,-8.5098,138.967,161.967,-0.5329,-0.0769,0.8427,746,4
0.0043,0.2607,-8.508,138.942,162.12,0.0317,-0.1864,0.982,747,4
0.0036,0.1467,-8.4709,139.475,161.837,0.064,0.5556,-0.829,748,4
0.0036,0.1346,-8.3864,139.234,161.991,0.892,-0.3984,-0.2135,749,4
0.0036,0.0754,-8.2664,139.181,161.963,0.1949,-0.4637,0.8643,749,4
0.0025,0.2217,-8.3599,139.349,161.961,0.3793,0.5777,0.7228,750,4
0.0025,0.0647,-8.2829,139.491,162.113,0.7596,0.5802,0.2939,750,4
0.0025,0.1828,-8.1272,139.247,162.577,-0.9228,0.3597,0.1382,751,4
0.0035,0.2208,-8.8222,142.554,160.783,0.3484,-0.4307,0.8325,752,4
0.0025,0.1371,-8.9178,142.423,161.001,0.2062,-0.9784,0.0141,752,4
0.0049,0.1403,-8.9637,142.448,161.202,0.3584,-0.5084,0.783,753,4
0.0044,0.0689,-8.9134,142.376,161.312,0.4189,-0.3694,0.8295,753,4
0.0025,0.2501,-8.885,142.352,161.37,0.4154,-0.4107,0.8117,753,4
0.0025,0.0665,-9.0803,142.345,161.734,-0.1705,-0.7485,0.6408,754,4
0.0025,0.1953,-9.0832,142.293,161.773,0.12,-0.7016,0.7024,754,4
0.0039,0.2423,-8.9984,142.401,161.348,0.2628,-0.5745,0.7752,755,4
0.0046,0.0769,-9.0202,142.375,161.507,0.4246,-0.3013,0.8538,756,4
0.0033,0.1266,-8.9886,142.346,161.572,0.4735,-0.226,0.8513,756,4
0.0107,0.0823,-8.926,142.327,161.68,0.4351,-0.1682,0.8845,756,4
0.0024,0.1287,-8.8907,142.302,161.751,0.3502,-0.1425,0.9258,756,4
0.0025,0.0723,-9.0351,142.388,161.474,-0.9383,-0.0254,0.3449,757,4
0.0025,0.1979,-9.1053,142.387,161.493,-0.917,-0.2388,0.3196,757,4
0.0032,0.1288,-9.0472,142.374,161.609,-0.0997,0.6519,0.7517,758,4
0.003,0.1281,-9.0605,142.458,161.706,-0.0981,0.5282,0.8434,758,4
0.0032,0.0883,-9.0938,142.327,161.879,-0.6193,0.334,0.7105,759,4
0.0044,0.1386,-9.153,142.359,161.938,-0.5203,0.2655,0.8117,759,4
0.0028,0.1812,-9.2279,142.4,162.048,-0.3978,0.1868,0.8982,759,4
0.003,0.0719,-9.1011,142.312,162.239,-0.398,0.4879,0.7769,760,4
0.0026,0.0739,-9.1326,142.35,162.292,-0.2747,0.4004,0.8742,760,4
0.0035,0.0554,-9.1543,142.383,162.355,-0.2387,0.3493,0.9061,760,4
0.004,0.1169,-9.1679,142.403,162.405,-0.2084,0.288,0.9347,760,4
0.0031,0.1801,-9.0934,142.306,162.213,0.5191,0.012,0.8546,761,4
0.0048,0.1366,-8.9993,142.317,162.366,0.4298,0.0225,0.9027,761,4
0.0052,0.1832,-9.0941,142.309,162.301,-0.2415,0.2899,0.9261,762,4
0.0027,0.3705,-9.0875,142.331,162.333,0.0845,-0.0721,0.9938,763,4
0.0052,0.398,-8.8409,142.676,160.88,0.807,0.3129,-0.5009,764,4
0.0074,0.0535,-8.8258,142.555,161.393,-0.3609,0.6216,0.6952,765,4
0.0074,0.0667,-8.8451,142.588,161.43,0.8846,0.1458,0.443,765,4
0.0082,0.1089,-8.7074,142.597,161.512,0.1901,0.9424,-0.2751,765,4
0.0055,0.085,-8.6939,142.724,161.475,-0.3881,-0.3475,-0.8536,765,4
0.0083,0.0815,-8.7328,142.705,161.401,-0.3299,-0.3198,-0.8882,765,4
0.0061,0.115,-8.7578,142.664,161.334,-0.4485,-0.3385,-0.8272,765,4
0.0071,0.1274,-8.8152,142.622,161.241,-0.2169,-0.2493,-0.9438,765,4
0.0364,0.1002,-8.8511,142.643,160.851,0.0049,-0.1997,0.9798,766,4
0.0364,0.134,-8.8506,142.623,160.949,0.2384,0.4192,0.8761,766,4
0.0364,0.1568,-8.7867,142.666,161.077,-0.1203,0.3937,0.9113,766,4
0.0045,0.1837,-8.9825,142.918,161.56,-0.5812,-0.4371,-0.6865,767,4
0.0061,0.1653,-8.758,142.596,161.766,-0.2249,0.0004,-0.9744,768,4
0.006,0.3214,-8.7764,142.609,161.59,0.6266,-0.0269,0.7789,768,4
0.0061,0.033,-8.5659,142.634,161.827,0.5548,0.1678,0.8149,768,4
0.0033,0.2082,-8.7058,142.613,162.104,0.2046,-0.3791,0.9025,769,4
0.0027,0.2068,-8.6993,142.63,162.192,-0.3715,0.397,0.8393,770,4
0.0043,0.1946,-8.6863,142.631,162.255,0.3868,-0.4248,0.8185,771,4
0.0044,0.1691,-9.1785,142.81,162.233,0.1626,-0.0524,-0.9853,772,4
0.0115,0.0343,-8.4218,143.022,160.712,0.6042,0.0053,0.7968,773,4
0.0115,0.0892,-8.412,143.026,160.744,0.3147,-0.3395,0.8864,773,4
0.0115,0.0797,-8.3759,143.004,160.831,0.1511,-0.7438,0.6511,773,4
0.0115,0.0941,-8.3588,142.958,160.867,-0.0373,-0.7652,-0.6427,773,4
0.0115,0.2378,-8.4435,143.018,160.709,-0.8202,-0.5644,-0.0933,774,4
0.0106,0.0399,-8.5742,142.922,160.696,-0.4757,0.8576,-0.1955,774,4
0.0102,0.1322,-8.6008,142.939,160.656,-0.675,0.7045,-0.2191,774,4
0.0095,0.0332,-8.7089,143.073,160.58,-0.9491,-0.2886,0.1263,774,4
0.0085,0.0735,-8.7371,143.065,160.59,-0.5428,0.8175,0.1925,774,4
0.0059,0.2509,-8.8401,143.112,160.543,-0.3096,0.9436,0.1177,774,4
0.0025,0.2265,-8.5279,143.121,161.116,-0.8032,0.0281,-0.5951,775,4
0.0038,0.1136,-8.5421,143.143,161.142,-0.7259,0.2056,0.6564,776,4
0.0025,0.252,-8.6224,143.161,161.222,-0.7256,0.284,0.6268,776,4
0.0027,0.1066,-8.2508,143.38,160.903,0.9084,0.1885,0.3733,777,4
0.0027,0.154,-8.154,143.4,160.942,0.9125,0.0603,0.4046,777,4
0.0044,0.0985,-8.2386,143.393,160.945,0.2507,0.7302,0.6356,778,4
0.0044,0.118,-8.2139,143.465,161.008,0.4457,0.6807,0.5813,778,4
